,organization,city,county,state,lat_long,latitude,longitude
5629,Narragansett Times The,Wakefield,Washington,RI,"[42.5039395, -71.0723391]",42.5039395,-71.0723391
5630,Jamestown Press,Jamestown,Newport,RI,"[37.2116383, -76.7752102]",37.2116383,-76.7752102
5631,East Greenwich Pendulum The,Wakefield,Kent,RI,"[42.5039395, -71.0723391]",42.5039395,-71.0723391
5632,Cranston Herald,Warwick,Providence,RI,"[41.7001009, -71.4161671]",41.7001009,-71.4161671
5633,Coventry Courier The,Wakefield,Kent,RI,"[42.5039395, -71.0723391]",42.5039395,-71.0723391
5634,Chariho Times The,Wakefield,Washington,RI,"[42.5039395, -71.0723391]",42.5039395,-71.0723391
5635,Bristol Phoenix,Bristol,Bristol,RI,"[51.454513, -2.58791]",51.454513,-2.58791
5636,Barrington Times,Bristol,Bristol,RI,"[51.454513, -2.58791]",51.454513,-2.58791
5637,Valley Breeze and Observer The,Lincoln,Providence,RI,"[35.949526, -94.4235482]",35.949526,-94.4235482
5638,Standard-Times,Wakefield,Washington,RI,"[42.5039395, -71.0723391]",42.5039395,-71.0723391
5639,Call The,Woonsocket,Providence,RI,"[42.00287609999999, -71.51478390000001]",42.00287609999999,-71.51478390000001
5640,Times,Pawtucket,Providence,RI,"[41.878711, -71.38255579999999]",41.878711,-71.38255579999999
5641,Providence Journal,Providence,Providence,RI,"[41.8239891, -71.4128343]",41.8239891,-71.4128343
5642,Newport Daily News The,Newport,Newport,RI,"[41.4901024, -71.3128285]",41.4901024,-71.3128285
5643,Kent County Daily Times,West Warwick,Kent,RI,"[41.70367110000001, -71.5215024]",41.70367110000001,-71.5215024
5644,The Voice of Blythewood and Fairfield County,Blythewood,Fairfield,SC,"[34.2143159, -80.97397699999999]",34.2143159,-80.97397699999999
5645,The Travelers Rest Monitor,Travelers Rest,Greenville,SC,"[34.9676167, -82.4434548]",34.9676167,-82.4434548
5646,The County Chronicle,Blythewood,Fairfield,SC,"[34.2143159, -80.97397699999999]",34.2143159,-80.97397699999999
5647,The Chapin Times,Chapin,Lexington,SC,"[40.7739978, -73.9460843]",40.7739978,-73.9460843
5648,South Strand News,Georgetown,Georgetown,SC,"[38.9076089, -77.07225849999999]",38.9076089,-77.07225849999999
5649,Pickens County Courier,Pickens,Pickens,SC,"[34.8834489, -82.7073573]",34.8834489,-82.7073573
5650,Beaufort Today,Bluffton,Beaufort,SC,"[32.2371465, -80.8603868]",32.2371465,-80.8603868
5651,West Wateree Chronicle,Camden,Kershaw,SC,"[39.9259463, -75.1196199]",39.9259463,-75.1196199
5652,Carolina Gateway,Lancaster,Lancaster,SC,"[40.0378755, -76.3055144]",40.0378755,-76.3055144
5653,The Ware Shoals Observer,Ware Shoals,Abbeville,SC,"[34.3984511, -82.2467853]",34.3984511,-82.2467853
5654,Daily Journal/Messenger,Seneca,Oconee,SC,"[43.7957469, -79.3499874]",43.7957469,-79.3499874
5655,Myrtle Beach Herald,Myrtle Beach,Horry,SC,"[33.6890603, -78.8866943]",33.6890603,-78.8866943
5656,Carolina Forest Chronicle,Myrtle Beach,Horry,SC,"[33.6890603, -78.8866943]",33.6890603,-78.8866943
5657,Marion County News Journal,Marion,Marion,SC,"[37.7306054, -88.9331256]",37.7306054,-88.9331256
5658,Lake Murray News,Irmo,Lexington,SC,"[34.0859829, -81.1831513]",34.0859829,-81.1831513
5659,Free Times,Columbia,Richland,SC,"[36.1335816, -95.95158529999999]",36.1335816,-95.95158529999999
5660,The Charleston City Paper,Charleston,Charleston,SC,"[32.7764749, -79.93105120000001]",32.7764749,-79.93105120000001
5661,Bluffton Today,Bluffton,Beaufort,SC,"[32.2371465, -80.8603868]",32.2371465,-80.8603868
5662,Santee Striper,Santee,Orangeburg,SC,"[32.8383828, -116.9739167]",32.8383828,-116.9739167
5663,Lee County Observer,Bishopville,Lee,SC,"[34.2182107, -80.2484056]",34.2182107,-80.2484056
5664,Fort Jackson Leader,Columbia,Richland,SC,"[36.1335816, -95.95158529999999]",36.1335816,-95.95158529999999
5665,Westminster News,Westminster,Oconee,SC,"[38.8500391, -91.9544836]",38.8500391,-91.9544836
5666,The Twin-City News,Batesburg-Leesville,Lexington,SC,"[33.9101425, -81.5373261]",33.9101425,-81.5373261
5667,The Press and Standard,Walterboro,Colleton,SC,"[32.9051704, -80.6667688]",32.9051704,-80.6667688
5668,People-Sentinel,Barnwell,Barnwell,SC,"[33.2448733, -81.3587177]",33.2448733,-81.3587177
5669,The News & Press,Darlington,Darlington,SC,"[34.2998762, -79.8761741]",34.2998762,-79.8761741
5670,Newberry Observer,Newberry,Newberry,SC,"[34.2745833, -81.6187178]",34.2745833,-81.6187178
5671,Manning Times,Manning,Clarendon,SC,"[33.6951627, -80.2109134]",33.6951627,-80.2109134
5672,Loris Scene The,Conway,Horry,SC,"[35.0886963, -92.4421011]",35.0886963,-92.4421011
5673,Irmo News,Irmo,Richland,SC,"[34.0859829, -81.1831513]",34.0859829,-81.1831513
5674,Kershaw News-Era,Kershaw,Lancaster,SC,"[45.384089, -122.7766699]",45.384089,-122.7766699
5675,Horry Independent,Conway,Horry,SC,"[35.0886963, -92.4421011]",35.0886963,-92.4421011
5676,Greer Citizen,Greer,Greenville,SC,"[34.9387279, -82.2270568]",34.9387279,-82.2270568
5677,Goose Creek Gazette,Goose Creek,Berkeley,SC,"[32.9810059, -80.03258670000001]",32.9810059,-80.03258670000001
5678,Georgetown Times,Georgetown,Georgetown,SC,"[38.9076089, -77.07225849999999]",38.9076089,-77.07225849999999
5679,Gaffney Ledger,Gaffney,Cherokee,SC,"[35.0717945, -81.64981949999999]",35.0717945,-81.64981949999999
5680,Edgefield Advertiser,Edgefield,Edgefield,SC,"[45.5371135, -122.4068033]",45.5371135,-122.4068033
5681,The Easley Progress,Easley,Pickens,SC,"[34.829838, -82.6015206]",34.829838,-82.6015206
5682,Dillon Herald,Dillon,Dillon,SC,"[39.6302643, -106.0433518]",39.6302643,-106.0433518
5683,Columbia Star,Columbia,Richland,SC,"[36.1335816, -95.95158529999999]",36.1335816,-95.95158529999999
5684,Charleston Chronicle,Charleston,Charleston,SC,"[32.7764749, -79.93105120000001]",32.7764749,-79.93105120000001
5685,The Calhoun Times,Saint Matthews,Calhoun,SC,"[39.0178333, -95.66549599999999]",39.0178333,-95.66549599999999
5686,Belton & Honea Path News-Chronicle,Belton,Anderson,SC,"[31.0560132, -97.46445299999999]",31.0560132,-97.46445299999999
5687,Advertizer-Herald,Bamberg,Bamberg,SC,"[49.8988135, 10.9027636]",49.8988135,10.9027636
5688,Summerville Journal-Scene,Summerville,Dorchester,SC,"[33.0185039, -80.17564809999999]",33.0185039,-80.17564809999999
5689,Standard Sentinel,Saluda,Saluda,SC,"[35.2362264, -82.3492839]",35.2362264,-82.3492839
5690,Press & Banner,Abbeville,Abbeville,SC,"[34.1781719, -82.3790147]",34.1781719,-82.3790147
5691,Pageland Progressive-Journal,Pageland,Chesterfield,SC,"[34.7732102, -80.39173149999999]",34.7732102,-80.39173149999999
5692,North Myrtle Beach Times,North Myrtle Beach,Horry,SC,"[33.8160058, -78.680016]",33.8160058,-78.680016
5693,Chester News & Reporter,Chester,Chester,SC,"[39.849557, -75.3557457]",39.849557,-75.3557457
5694,Moultrie News,Charleston,Charleston,SC,"[32.7764749, -79.93105120000001]",32.7764749,-79.93105120000001
5695,McCormick Messenger,McCormick,McCormick,SC,"[39.0426046, -94.5932546]",39.0426046,-94.5932546
5696,Herald-Advocate,Bennettsville,Marlboro,SC,"[34.6173803, -79.68478139999999]",34.6173803,-79.68478139999999
5697,Marion Star & Mullins Enterprise,Florence,Florence,SC,"[43.7695604, 11.2558136]",43.7695604,11.2558136
5698,Lexington County Chronicle & The Dispatch-News,Lexington,Lexington,SC,"[38.0405837, -84.5037164]",38.0405837,-84.5037164
5699,Laurens County Advertiser,Laurens,Laurens,SC,"[34.4990116, -82.0142597]",34.4990116,-82.0142597
5700,Lancaster News,Lancaster,Lancaster,SC,"[40.0378755, -76.3055144]",40.0378755,-76.3055144
5701,Keowee Courier,Walhalla,Oconee,SC,"[34.7648176, -83.06404169999999]",34.7648176,-83.06404169999999
5702,Jasper County Sun,Ridgeland,Jasper,SC,"[32.4284761, -90.1323087]",32.4284761,-90.1323087
5703,Hampton County Guardian,Hampton,Hampton,SC,"[37.0891604, -95.7131979]",37.0891604,-95.7131979
5704,Fort Mill Times,Rock Hill,York,SC,"[34.9248667, -81.02507840000001]",34.9248667,-81.02507840000001
5705,The Eagle-Record,Saint George,Dorchester,SC,"[37.0965278, -113.5684164]",37.0965278,-113.5684164
5706,Coastal Observer,Pawleys Island,Georgetown,SC,"[33.4332236, -79.12143130000001]",33.4332236,-79.12143130000001
5707,Clinton Chronicle,Clinton,Laurens,SC,"[38.3686324, -93.7782689]",38.3686324,-93.7782689
5708,Chronicle-Independent,Camden,Kershaw,SC,"[39.9259463, -75.1196199]",39.9259463,-75.1196199
5709,Carolina Panorama,Columbia,Richland,SC,"[36.1335816, -95.95158529999999]",36.1335816,-95.95158529999999
5710,Berkeley Independent,Moncks Corner,Berkeley,SC,"[33.1960027, -80.01313739999999]",33.1960027,-80.01313739999999
5711,Star,North Augusta,Aiken,SC,"[33.5018026, -81.9651152]",33.5018026,-81.9651152
5712,The Observer,Holly Hill,Orangeburg,SC,"[35.7832769, -78.58391639999999]",35.7832769,-78.58391639999999
5713,News Leader,Landrum,Spartanburg,SC,"[35.1751148, -82.1892795]",35.1751148,-82.1892795
5714,The Florence News Journal,Florence,Florence,SC,"[43.7695604, 11.2558136]",43.7695604,11.2558136
5715,News,Kingstree,Williamsburg,SC,"[33.6676643, -79.83062640000001]",33.6676643,-79.83062640000001
5716,Journal,Williamston,Anderson,SC,"[42.6889235, -84.2830245]",42.6889235,-84.2830245
5717,Hartsville Messenger,Hartsville,Darlington,SC,"[34.3740431, -80.07340049999999]",34.3740431,-80.07340049999999
5718,Greenville Journal,Greenville,Greenville,SC,"[34.85261759999999, -82.3940104]",34.85261759999999,-82.3940104
5719,Union Daily Times,Union,Union,SC,"[37.09024, -95.712891]",37.09024,-95.712891
5720,The Times and Democrat,Orangeburg,Orangeburg,SC,"[33.4918203, -80.8556476]",33.4918203,-80.8556476
5721,Sumter Item The,Sumter,Sumter,SC,"[33.9204354, -80.3414693]",33.9204354,-80.3414693
5722,State,Columbia,Richland,SC,"[36.1335816, -95.95158529999999]",36.1335816,-95.95158529999999
5723,Herald-Journal,Spartanburg,Spartanburg,SC,"[34.9495672, -81.9320482]",34.9495672,-81.9320482
5724,Sun News,Myrtle Beach,Horry,SC,"[33.6890603, -78.8866943]",33.6890603,-78.8866943
5725,Morning News,Florence,Florence,SC,"[43.7695604, 11.2558136]",43.7695604,11.2558136
5726,The Island Packet,Bluffton,Blufton,SC,"[32.2371465, -80.8603868]",32.2371465,-80.8603868
5727,Herald,Rock Hill,York,SC,"[34.9248667, -81.02507840000001]",34.9248667,-81.02507840000001
5728,Index-Journal,Greenwood,Greenwood,SC,"[39.6136578, -86.10665259999999]",39.6136578,-86.10665259999999
5729,Greenville News,Greenville,Greenville,SC,"[34.85261759999999, -82.3940104]",34.85261759999999,-82.3940104
5730,The Post and Courier,Charleston,Charleston,SC,"[32.7764749, -79.93105120000001]",32.7764749,-79.93105120000001
5731,The Beaufort Gazette,Bluffton,Beaufort,SC,"[32.2371465, -80.8603868]",32.2371465,-80.8603868
5732,Anderson Independent-Mail,Anderson,Anderson,SC,"[36.7667439, -95.6311959]",36.7667439,-95.6311959
5733,Aiken Standard,North Augusta,Aiken,SC,"[33.5018026, -81.9651152]",33.5018026,-81.9651152
5734,Tea Weekly,Tea,Lincoln,SD,"[36.2687768, -95.8546993]",36.2687768,-95.8546993
5735,Rapid City Native Sun News,Rapid City,Pennington,SD,"[44.0805434, -103.2310149]",44.0805434,-103.2310149
5736,Dakota Dunes North Sioux City Times,North Sioux City/Dakota Dunes,Union,SD,"[42.5272168, -96.48308639999999]",42.5272168,-96.48308639999999
5737,New Underwood Post,New Underwood,Pennington,SD,"[44.0933202, -102.8362824]",44.0933202,-102.8362824
5738,Lakota Country Times,Martin,Bennett,SD,"[37.09024, -95.712891]",37.09024,-95.712891
5739,Lemmon Dakota Herald,Lemmon,Perkins,SD,"[45.940834, -102.1593201]",45.940834,-102.1593201
5740,Groton Dakota Press,Groton,Brown,SD,"[42.6112018, -71.5745152]",42.6112018,-71.5745152
5741,Garretson Gazette,Garretson,Minnehaha,SD,"[43.7174725, -96.50282089999999]",43.7174725,-96.50282089999999
5742,Delmont Record The,Armour,Douglas,SD,"[41.8927151, -87.6245587]",41.8927151,-87.6245587
5743,Bowdle Pride of the Prairie,Bowdle,Edmunds,SD,"[45.4530375, -99.65400679999999]",45.4530375,-99.65400679999999
5744,Montrose Herald,Canistota,McCook,SD,"[43.5977583, -97.2906172]",43.5977583,-97.2906172
5745,Ipswich Tribune,Ipswich,Edmunds,SD,"[52.056736, 1.14822]",52.056736,1.14822
5746,Woonsocket News,Woonsocket,Sanborn,SD,"[42.00287609999999, -71.51478390000001]",42.00287609999999,-71.51478390000001
5747,Winner Advocate,Winner,Tripp,SD,"[43.6609971, -79.3835995]",43.6609971,-79.3835995
5748,Wilmot Enterprise,Wilmot,Roberts,SD,"[42.4989548, -88.1876602]",42.4989548,-88.1876602
5749,Waubay Clipper,Waubay,Day,SD,"[45.3319041, -97.30508470000001]",45.3319041,-97.30508470000001
5750,Viborg Enterprise,Viborg,Turner,SD,"[56.45202699999999, 9.3963471]",56.45202699999999,9.3963471
5751,True Dakotan,Wessington Springs,Jerauld,SD,"[44.0791571, -98.569536]",44.0791571,-98.569536
5752,Tribune and Register,Tyndall,Bon Homme,SD,"[30.1315144, -85.59179309999999]",30.1315144,-85.59179309999999
5753,Tri-City Star,White,Brookings,SD,"[37.09024, -95.712891]",37.09024,-95.712891
5754,Todd County Tribune,Mission,Todd,SD,"[37.0391825, -95.61429919999999]",37.0391825,-95.61429919999999
5755,Doland Times-Record,Conde,Spink,SD,"[30.5744623, -88.1421953]",30.5744623,-88.1421953
5756,Timber Lake Topic,Timber Lake,Dewey,SD,"[38.5501234, -95.38833989999999]",38.5501234,-95.38833989999999
5757,Volga Tribune,Volga,Brookings,SD,"[51.3087451, 45.79746189999999]",51.3087451,45.79746189999999
5758,Tripp Star Ledger,Tripp,Hutchinson,SD,"[34.0824632, -106.8963226]",34.0824632,-106.8963226
5759,Stickney Argus The,White Lake,Aurora,SD,"[34.6404489, -78.48389519999999]",34.6404489,-78.48389519999999
5760,Salem Special,Salem,McCook,SD,"[42.51954, -70.8967155]",42.51954,-70.8967155
5761,Rosholt Review,Rosholt,Roberts,SD,"[44.6277509, -89.3087256]",44.6277509,-89.3087256
5762,Redfield Press,Redfield,Spink,SD,"[44.8758095, -98.5187062]",44.8758095,-98.5187062
5763,Platte Enterprise,Platte,Charles Mix,SD,"[40.9812543, -98.1515804]",40.9812543,-98.1515804
5764,Pioneer-Review,Philip,Haakon,SD,"[37.09024, -95.712891]",37.09024,-95.712891
5765,Murdo Coyote,Murdo,Jones,SD,"[43.8883224, -100.7129143]",43.8883224,-100.7129143
5766,Southern Union County Leader-Courier,Elk Point,Union,SD,"[42.6833303, -96.68364749999999]",42.6833303,-96.68364749999999
5767,Lake Andes Wave,Wagner,Charles Mix,SD,"[37.09024, -95.712891]",37.09024,-95.712891
5768,Hutchinson Herald,Menno,Hutchinson,SD,"[43.2397131, -97.5778442]",43.2397131,-97.5778442
5769,Hoven Review,Hoven,Potter,SD,"[45.2435941, -99.7770613]",45.2435941,-99.7770613
5770,Hartford Area News The,Canistota,Minnehaha,SD,"[43.5977583, -97.2906172]",43.5977583,-97.2906172
5771,Gregory Times-Advocate,Gregory,Gregory,SD,"[37.09024, -95.712891]",37.09024,-95.712891
5772,Freeman Courier,Freeman,Hutchinson,SD,"[37.052636, -94.52683119999999]",37.052636,-94.52683119999999
5773,Faith Independent,Faith,Meade,SD,"[37.02156859999999, -95.620941]",37.02156859999999,-95.620941
5774,Emery Enterprise,Emery,Hanson,SD,"[38.5730133, -94.87830079999999]",38.5730133,-94.87830079999999
5775,De Smet News,De Smet,Kingsbury,SD,"[44.3874696, -97.55035409999999]",44.3874696,-97.55035409999999
5776,Burke Gazette,Burke,Gregory,SD,"[41.261202, -96.1043074]",41.261202,-96.1043074
5777,Bryant Dakotan,Bryant,Hamlin,SD,"[40.7535965, -73.9832326]",40.7535965,-73.9832326
5778,Bison Courier,Bison,Perkins,SD,"[36.7896287, -95.89643939999999]",36.7896287,-95.89643939999999
5779,Arlington Sun,Arlington,Kingsbury,SD,"[32.735687, -97.10806559999999]",32.735687,-97.10806559999999
5780,Alexandria Herald,Alexandria,Hanson,SD,"[38.8048355, -77.0469214]",38.8048355,-77.0469214
5781,Springfield Times,Springfield,Bon Homme,SD,"[37.2089572, -93.29229889999999]",37.2089572,-93.29229889999999
5782,South Dakota Mail,Plankinton,Aurora,SD,"[43.715546, -98.4850855]",43.715546,-98.4850855
5783,Sisseton Courier,Sisseton,Roberts,SD,"[45.6646815, -97.0498046]",45.6646815,-97.0498046
5784,Sioux Valley News,Canton,Lincoln,SD,"[23.12911, 113.264385]",23.12911,113.264385
5785,Selby Record,Selby,Walworth,SD,"[53.78352400000001, -1.067189]",53.78352400000001,-1.067189
5786,Scotland Journal,Scotland,Bon Homme,SD,"[56.49067119999999, -4.2026458]",56.49067119999999,-4.2026458
5787,Roscoe-Hosmer Independent,Ipswich,Edmunds,SD,"[52.056736, 1.14822]",52.056736,1.14822
5788,Reporter and Farmer,Webster,Day,SD,"[37.2236373, -95.70708499999999]",37.2236373,-95.70708499999999
5789,Prairie Pioneer,Pollock,Campbell,SD,"[32.77121899999999, -96.9828959]",32.77121899999999,-96.9828959
5790,Potter County News,Gettysburg,Potter,SD,"[39.8309293, -77.2310955]",39.8309293,-77.2310955
5791,Wagner Post,Wagner,Charles Mix,SD,"[37.09024, -95.712891]",37.09024,-95.712891
5792,Vermillion Plain Talk,Vermillion,Clay,SD,"[37.608972, -97.3407639]",37.608972,-97.3407639
5793,Pennington County Courant,Wall,Pennington,SD,"[43.9924889, -102.2415477]",43.9924889,-102.2415477
5794,Parkston Advance,Parkston,Hutchinson,SD,"[43.3988755, -97.983683]",43.3988755,-97.983683
5795,Onida Watchman,Onida,Sully,SD,"[44.7077106, -100.0617352]",44.7077106,-100.0617352
5796,Northwest Blade,Eureka,McPherson,SD,"[37.8239167, -96.2891703]",37.8239167,-96.2891703
5797,Nation's Center News,Buffalo,Harding,SD,"[42.88644679999999, -78.8783689]",42.88644679999999,-78.8783689
5798,Moody County Enterprise,Flandreau,Moody,SD,"[44.0494154, -96.59532399999999]",44.0494154,-96.59532399999999
5799,Mobridge Tribune,Mobridge,Walworth,SD,"[45.5372162, -100.4279129]",45.5372162,-100.4279129
5800,Yankton County Observer,Yankton,Yankton,SD,"[42.87110879999999, -97.39728129999999]",42.87110879999999,-97.39728129999999
5801,Miner County Pioneer,Howard,Miner,SD,"[38.9226843, -77.0194377]",38.9226843,-77.0194377
5802,Mellette County News,White River,Mellette,SD,"[35.0742327, -91.4804549]",35.0742327,-91.4804549
5803,Meade County Times-Tribune,Sturgis,Meade,SD,"[44.4097069, -103.5090786]",44.4097069,-103.5090786
5804,McPherson County Herald,Leola,McPherson,SD,"[45.7227538, -98.94094009999999]",45.7227538,-98.94094009999999
5805,Marion Record,Marion,Turner,SD,"[37.7306054, -88.9331256]",37.7306054,-88.9331256
5806,Lyman County Herald,Presho,Lyman,SD,"[43.9097116, -100.0587343]",43.9097116,-100.0587343
5807,Langford Bugle,Britton,Marshall,SD,"[45.7916192, -97.75093659999999]",45.7916192,-97.75093659999999
5808,Lake Preston Times,Lake Preston,Kingsbury,SD,"[44.3635802, -97.37729399999999]",44.3635802,-97.37729399999999
5809,Kadoka Press,Kadoka,Jackson,SD,"[43.833882, -101.5098658]",43.833882,-101.5098658
5810,Hot Springs Star,Hot Springs,Fall River,SD,"[34.5037004, -93.0551795]",34.5037004,-93.0551795
5811,Hill City Prevailer-News,Hill City,Pennington,SD,"[43.9324855, -103.575193]",43.9324855,-103.575193
5812,Highmore Herald,Highmore,Hyde,SD,"[44.5213731, -99.44150069999999]",44.5213731,-99.44150069999999
5813,Hamlin County Republican,Castlewood,Hamlin,SD,"[38.5487498, -90.54497169999999]",38.5487498,-90.54497169999999
5814,Groton Independent,Groton,Brown,SD,"[42.6112018, -71.5745152]",42.6112018,-71.5745152
5815,Grant County Review,Milbank,Grant,SD,"[39.137916, -94.52243999999999]",39.137916,-94.52243999999999
5816,Faulk County Record,Faulkton,Faulk,SD,"[45.03497429999999, -99.12399789999999]",45.03497429999999,-99.12399789999999
5817,Estelline Journal,Estelline,Hamlin,SD,"[44.5746881, -96.9022836]",44.5746881,-96.9022836
5818,Elkton Record,Elkton,Brookings,SD,"[39.60677889999999, -75.83327179999999]",39.60677889999999,-75.83327179999999
5819,Edgemont Herald Tribune,Edgemont,Fall River,SD,"[40.9985818, -73.8204867]",40.9985818,-73.8204867
5820,West River Eagle,Eagle Butte,Ziebach,SD,"[44.9886537, -101.2224805]",44.9886537,-101.2224805
5821,Dell Rapids Tribune,Dell Rapids,Minnehaha,SD,"[43.8260841, -96.7061609]",43.8260841,-96.7061609
5822,Custer County Chronicle,Custer,Custer,SD,"[43.7666507, -103.5988057]",43.7666507,-103.5988057
5823,Corson/Sioux County News Messenger,McLaughlin,Corson,SD,"[39.041905, -94.5914059]",39.041905,-94.5914059
5824,Corsica Globe,Corsica,Douglas,SD,"[42.0396042, 9.012892599999999]",42.0396042,9.012892599999999
5825,Clear Lake Courier,Clear Lake,Deuel,SD,"[39.05819049999999, -122.831015]",39.05819049999999,-122.831015
5826,Clark County Courier,Clark,Clark,SD,"[37.09024, -95.712891]",37.09024,-95.712891
5827,Charles Mix County News,Geddes,Charles Mix,SD,"[39.3595062, -76.5256507]",39.3595062,-76.5256507
5828,Centerville Journal,Centerville,Turner,SD,"[39.6283928, -84.15938179999999]",39.6283928,-84.15938179999999
